id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
1691675,"2BD Palo Alto home, great location",8936651,David,,Palo Alto,37.43811,-122.1521,Entire home/apt,325,1,72,2020-01-07,0.88,1,316
1712102,Single Room with Private Bathroom,4135001,Arley,,San Jose,37.29575,-121.8637,Private room,80,3,34,2019-09-01,0.42,2,365
1717995,Large Gorgeous Corporate House In Prime Location,9057618,Jessica,,San Jose,37.37418,-121.88311,Entire home/apt,468,7,13,2019-03-31,0.17,2,332
1742948,A fabulous private suite in Silicon Valley.,6803601,Avital,,San Jose,37.24058,-121.93861,Private room,70,4,39,2020-03-13,1.17,1,326
1743193,Nice Top Floor 2 Master Suites Executive Townhouse,9057618,Jessica,,San Jose,37.4046,-121.92236,Entire home/apt,250,30,15,2019-12-13,0.19,2,332
1749189,Private Clean Quiet Room in Nice neighborhood,9203852,Fang,,San Jose,37.26755,-121.88346,Private room,42,15,2,2017-09-22,0.06,2,269
1776962,HackerHome - Sunnyvale Plug & Play2,43806,Vic,,Sunnyvale,37.38775,-122.02642,Shared room,45,30,16,2019-10-25,0.21,49,365
1777240,HackerHome - Sunnyvale Caltrain,43806,Vic,,Sunnyvale,37.38854,-122.02505,Shared room,33,30,15,2017-08-29,0.19,49,365
1777251,HackerHome - Sunnyvale: bunk 1,43806,Vic,,Sunnyvale,37.38692,-122.02507,Shared room,29,30,11,2019-08-07,0.16,49,300
1786711,Private Suite w bathroom. Close to Stanford Campus,9377045,O.O.,,Palo Alto,37.41571,-122.11679,Private room,94,28,13,2018-10-25,0.20,12,334
1808023,Los Altos Guest house,9475757,Deb,,Los Altos Hills,37.344,-122.11944,Entire home/apt,123,1,1,2018-10-31,0.05,1,265
1815359,Newly renovated: Near Caltrain & Costco Sunnyvale,42458,Emey,,Sunnyvale,37.3571,-122.00255,Entire home/apt,125,7,6,2020-02-29,0.08,12,1
